datetime,openPrice,closePrice,highPrice,lowPrice
201803130608,1015195,1013238,1015531,1013094
201803130609,1013238,1014545,1015613,1013190
201803130610,1014539,1013268,1014818,1012574
201803130611,1013283,1012486,1013839,1012485
201803130612,1012478,1011119,1012501,1010393
201803130613,1011119,1011043,1011676,1010339
201803130614,1011035,1006543,1011035,1006543
201803130615,1006543,1008890,1010134,1006543
201803130616,1008890,1010210,1010318,1008890
201803130617,1010175,1008301,1010175,1007154
201803130618,1008301,1005199,1008304,1004827
201803130619,1005021,1006643,1007922,1004872
201803130620,1006743,1005073,1006767,1005073
201803130621,1005088,1007503,1007753,1005080
201803130622,1007503,1006500,1007558,1006217
201803130623,1006693,1008053,1008889,1006693
201803130624,1008053,1009007,1009490,1008053
201803130625,1009007,1007253,1009017,1005994
201803130626,1007248,1008770,1008920,1007165
201803130627,1008770,1007479,1008770,1007479
201803130628,1007479,1006791,1007819,1006543
201803130629,1006791,1007071,1007071,1006135
201803130630,1007071,1007455,1007997,1007071
201803130631,1007455,1005963,1007505,1005265
201803130632,1005963,1006633,1007280,1005820
201803130633,1006633,1008263,1008263,1006592
201803130634,1008271,1007552,1008418,1007210
201803130635,1007552,1006963,1008078,1006876
201803130636,1006963,1007630,1007889,1006963
201803130637,1007435,1009274,1009596,1007435
201803130638,1009251,1008939,1010455,1008279
201803130639,1008964,1010610,1010610,1008639
201803130640,1010190,1009714,1010562,1009647
201803130641,1009714,1009864,1009864,1008647
201803130642,1009864,1009576,1009864,1008935
201803130643,1009576,1009431,1009734,1009195
201803130644,1009436,1008326,1009436,1007686
201803130645,1008326,1008695,1009233,1008240
201803130646,1008703,1008928,1009273,1008373
201803130647,1008932,1008957,1009398,1008869
201803130648,1008962,1007481,1008965,1007017
201803130649,1007484,1006551,1007671,1006541
201803130650,1006551,1006942,1007708,1006532
201803130651,1006942,1006359,1006978,1006224
201803130652,1006359,1008384,1008384,1006359
201803130653,1008385,1009918,1010064,1007937
201803130654,1009868,1007751,1009869,1007751
201803130655,1007751,1008730,1008839,1007587
201803130656,1008730,1008077,1009069,1007650
201803130657,1008077,1007651,1008530,1007393
201803130658,1007651,1006353,1007651,1005492
201803130659,1006358,1007626,1007626,1006353
201803130700,1007628,1007184,1008015,1006987
201803130701,1007334,1007070,1007720,1006448
